Cliente_ID,Edad,Genero,Saldo,Activo,Nivel_de_Satisfaccion
191,24,Masculino,66565,No,1
194,34,Masculino,5660,No,5
196,62,Femenino,44676,No,1
198,77,Femenino,56526,No,3
201,20,desconocido,23847,No,5
202,49,Femenino,50961,No,2
203,22,Femenino,83190,No,4
205,30,Femenino,22848,No,5
207,76,Femenino,24088,No,4
209,58,Femenino,76015,No,1
211,41,Femenino,37941,No,5
214,77,Femenino,63150,No,3
215,72,Masculino,0,No,5
221,33,Femenino,78675,No,2
222,77,Femenino,57873,No,1
223,67,Masculino,95564,No,5
225,55,Masculino,85371,No,5
226,21,Masculino,59553,No,3
227,21,desconocido,40962,No,5
229,79,Masculino,95900,No,1
230,27,Masculino,14837,No,3
231,53,Masculino,0,No,4
232,49,Femenino,78960,No,4
233,52,Masculino,42154,No,2
234,23,Femenino,2346,No,3
236,47,Femenino,21185,No,5
239,66,Femenino,25437,No,3
240,76,Masculino,0,No,5
241,49,desconocido,43041,No,1
242,49,Masculino,77890,No,5
243,20,Femenino,2491,No,1
244,38,Femenino,78966,No,1
245,38,Femenino,37700,No,2
248,68,Femenino,65982,No,3
250,45,Masculino,51465,No,5
252,59,Masculino,51904,No,1
255,49,Masculino,61876,No,2
257,48,desconocido,54864,No,5
261,30,Masculino,38097,No,4
262,18,Femenino,97302,No,4
263,58,Masculino,5408,No,4
264,74,Femenino,76704,No,3
265,69,Femenino,22712,No,2
266,59,Femenino,58186,No,1
268,73,Masculino,16253,No,5
272,61,Masculino,48320,No,1
273,19,Masculino,2495,No,3
276,68,Femenino,60873,No,4
277,60,Femenino,56983,No,3
278,75,Masculino,89022,No,2
280,70,Masculino,0,No,2
281,53,Masculino,60828,No,3
284,38,desconocido,92499,No,5
286,19,Femenino,10098,No,3
288,60,Masculino,63191,No,4
289,24,Masculino,99006,No,1
291,58,Femenino,86031,No,3
299,45,Femenino,53408,No,3
301,59,Masculino,6148,No,2
302,65,Femenino,51908,No,4
303,64,Masculino,81388,No,5
304,66,Femenino,69621,No,2
305,57,Masculino,32186,No,3
306,55,Masculino,61392,No,4
307,49,Masculino,71614,No,2
314,49,Masculino,41355,No,4
315,21,Masculino,0,No,1
316,76,Masculino,2265,No,3
319,56,desconocido,61603,No,1
320,72,Masculino,22489,No,2
321,68,Femenino,26114,No,2
324,67,Masculino,70461,No,4
325,76,Femenino,60893,No,3
326,26,Femenino,4883,No,3
330,49,Masculino,2469,No,4
331,39,Femenino,11610,No,4
334,68,Femenino,32582,No,3
337,48,Masculino,57143,No,3
341,42,desconocido,6189,No,1
342,19,Femenino,66235,No,4
344,49,Femenino,41588,No,3
345,61,Masculino,96725,No,3
346,49,Femenino,14178,No,3
347,49,Masculino,42335,No,4
348,24,desconocido,3380,No,1
349,30,Masculino,92473,No,1
350,57,Masculino,81187,No,5
353,25,desconocido,0,No,3
354,78,Femenino,97304,No,2
355,21,Masculino,13360,No,2
356,49,Masculino,94299,No,2
357,26,Femenino,88269,No,5
358,37,Femenino,63534,No,1
360,44,Femenino,80387,No,2
362,49,Femenino,40442,No,3
363,78,Masculino,53526,No,3
365,41,Masculino,6931,No,5
366,34,Masculino,14884,No,1
368,47,Masculino,98116,No,1
369,51,Masculino,81255,No,3
370,78,Masculino,68946,No,2
374,68,Femenino,92291,No,4
375,57,Femenino,8887,No,4
376,49,Masculino,69519,No,5
378,63,desconocido,41594,No,5
380,77,Masculino,96413,No,3
381,33,Masculino,94756,No,1
383,54,Masculino,76274,No,4
392,49,Femenino,6980,No,3
393,78,Masculino,10876,No,1
394,55,Masculino,79944,No,5
399,49,Masculino,68498,No,5
401,68,Femenino,94247,No,5
403,29,desconocido,0,No,1
404,49,Femenino,0,No,3
406,65,desconocido,47963,No,5
407,65,Femenino,83391,No,5
408,50,Masculino,1814,No,3
409,24,Femenino,67569,No,2
411,40,Masculino,59689,No,4
412,52,Masculino,54189,No,3
413,58,desconocido,77173,No,4
416,71,Femenino,58556,No,3
417,73,desconocido,58939,No,4
418,53,Masculino,6254,No,2
420,61,Femenino,60671,No,2
421,25,Masculino,90402,No,4
422,32,desconocido,9977,No,5
425,67,Femenino,97951,No,5
426,74,Masculino,94222,No,3
428,36,Femenino,34818,No,5
429,54,Femenino,61194,No,3
430,45,Masculino,64910,No,2
431,18,Masculino,9301,No,4
432,40,desconocido,96432,No,1
434,55,Femenino,63661,No,5
436,63,Femenino,49903,No,4
438,44,Masculino,41517,No,2
441,54,Masculino,26127,No,5
445,66,Masculino,32325,No,3
446,51,Femenino,9429,No,2
448,57,Femenino,31386,No,2
449,71,Masculino,73203,No,3
451,45,desconocido,37202,No,5
452,76,Femenino,77944,No,5
453,25,Femenino,38641,No,2
455,32,Femenino,5472,No,5
456,34,desconocido,57737,No,4
457,49,Femenino,45181,No,2
458,44,Femenino,73924,No,3
459,36,Femenino,23271,No,3
460,72,Femenino,24911,No,2
461,41,Femenino,19530,No,5
465,56,Masculino,85053,No,4
466,51,Femenino,0,No,4
468,23,Femenino,0,No,1
470,49,Masculino,85758,No,2
472,78,Masculino,38062,No,4
474,45,desconocido,88650,No,5
476,26,Masculino,99340,No,2
478,19,Femenino,97725,No,2
480,35,Femenino,83109,No,4
482,37,Masculino,5407,No,5
484,77,Femenino,71453,No,2
485,25,Masculino,45800,No,4
486,78,Femenino,0,No,3
487,45,Femenino,19029,No,2
488,47,Masculino,49877,No,1
490,55,Femenino,62389,No,3
494,30,desconocido,92469,No,5
495,58,Masculino,10346,No,1
498,49,Masculino,70957,No,2
499,38,Femenino,95932,No,3
500,28,Masculino,70180,No,4
502,23,Femenino,34417,No,5
504,60,Femenino,97679,No,4
508,77,Masculino,60600,No,3
509,77,Masculino,19278,No,1
512,74,Masculino,15198,No,3
514,42,Femenino,37703,No,2
515,34,Femenino,58091,No,5
517,70,Masculino,0,No,1
518,27,Masculino,23663,No,2
519,38,Femenino,77384,No,2
520,49,Masculino,24661,No,3
521,66,Masculino,48623,No,4
529,49,Femenino,27843,No,2
532,61,Femenino,1964,No,5
533,49,Masculino,56635,No,5
542,49,Femenino,22675,No,2
545,74,Femenino,81540,No,1
546,65,Femenino,17339,No,3
547,48,desconocido,6364,No,2
548,20,Femenino,35372,No,4
549,78,Femenino,78261,No,4
550,21,Masculino,0,No,1
551,20,Femenino,80977,No,5
552,78,Masculino,0,No,2
557,54,Femenino,28608,No,5
558,26,Masculino,93058,No,5
559,50,Femenino,74956,No,2
564,32,Femenino,12825,No,1
565,37,Femenino,0,No,5
567,20,Masculino,58119,No,5
572,70,Masculino,0,No,3
574,51,Masculino,61397,No,1
577,60,Masculino,34033,No,4
578,46,Masculino,95560,No,4
580,39,Masculino,0,No,4
588,21,Femenino,99240,No,5
589,49,Masculino,15861,No,5
590,22,Masculino,87416,No,3
591,30,Femenino,51543,No,1
592,39,Femenino,35326,No,5
594,49,Femenino,2265,No,5
595,26,desconocido,95846,No,4
596,57,Femenino,56310,No,5
597,69,desconocido,94357,No,1
598,49,Masculino,9196,No,4
601,58,desconocido,13476,No,3
603,46,desconocido,40152,No,3
604,49,Masculino,0,No,1
606,55,Femenino,9636,No,1
609,69,Femenino,43267,No,1
610,49,Masculino,6162,No,1
613,21,Masculino,33111,No,3
615,34,Femenino,11518,No,3
616,78,Masculino,68714,No,2
617,31,Masculino,6897,No,2
618,36,Masculino,43592,No,3
619,21,desconocido,0,No,2
626,66,Masculino,96811,No,3
627,33,Masculino,72022,No,1
628,55,Masculino,76489,No,3
629,37,Masculino,0,No,1
630,24,Femenino,0,No,3
631,78,desconocido,0,No,2
633,74,Masculino,47634,No,3
634,53,Masculino,84770,No,5
637,49,Femenino,44215,No,5
638,46,Femenino,70647,No,3
641,24,Masculino,0,No,2
642,49,Femenino,0,No,3
651,51,Masculino,69210,No,3
654,79,Masculino,69190,No,2
655,33,Femenino,4747,No,2
657,47,Femenino,5333,No,4
658,66,Femenino,89797,No,1
659,25,Femenino,78878,No,3
662,53,Femenino,57125,No,4
663,43,Masculino,73584,No,5
664,52,Masculino,92053,No,2
665,26,Masculino,0,No,1
673,18,Masculino,92170,No,5
674,49,Masculino,0,No,5
676,40,Masculino,47418,No,4
681,59,Femenino,72174,No,3
682,68,Masculino,36184,No,1
683,43,Femenino,47388,No,3
690,45,Femenino,75596,No,2
694,71,Masculino,35425,No,4
696,69,Masculino,58109,No,3
698,42,Femenino,65529,No,3
701,45,desconocido,0,No,4
703,56,Femenino,85881,No,4
705,39,Masculino,84844,No,1
706,59,Femenino,84208,No,3
707,22,Masculino,47884,No,5
708,56,Masculino,91831,No,3
709,26,Femenino,11536,No,1
710,73,Masculino,81408,No,4
711,67,Masculino,13513,No,2
712,28,Femenino,11568,No,4
713,61,Masculino,47949,No,1
714,49,desconocido,93086,No,4
716,49,Masculino,76291,No,5
717,33,Masculino,27825,No,4
718,23,Masculino,0,No,3
720,47,Femenino,18365,No,2
721,64,Masculino,27759,No,5
723,49,Masculino,72591,No,1
724,73,Masculino,0,No,4
725,75,Femenino,43238,No,5
726,25,Femenino,55622,No,4
727,41,Femenino,79305,No,1
728,40,desconocido,93449,No,2
729,58,Femenino,34579,No,3
730,62,desconocido,50716,No,1
733,47,Femenino,24845,No,5
734,67,Masculino,0,No,1
735,39,desconocido,50990,No,4
736,60,Femenino,36562,No,3
737,58,Masculino,15304,No,3
738,22,Femenino,49267,No,1
739,23,Masculino,16310,No,2
740,49,Masculino,74399,No,4
741,68,Masculino,60195,No,3
743,32,Masculino,96792,No,4
744,34,Masculino,0,No,3
745,49,Masculino,0,No,1
746,49,Masculino,72267,No,5
748,49,desconocido,4989,No,3
750,64,Femenino,35978,No,5
751,24,Femenino,50939,No,1
752,65,Femenino,79157,No,4
753,68,Femenino,0,No,5
754,49,Femenino,18699,No,4
756,49,Femenino,28718,No,2
757,57,Femenino,19038,No,3
758,40,Masculino,44954,No,5
760,54,Masculino,55127,No,5
761,64,Femenino,37780,No,3
762,69,Femenino,29323,No,4
763,74,Masculino,54993,No,3
765,73,Masculino,55720,No,4
766,66,Masculino,94079,No,5
770,19,Femenino,0,No,5
774,47,Masculino,0,No,5
775,21,Masculino,37048,No,3
776,31,Masculino,27331,No,1
778,42,Femenino,0,No,3
779,75,desconocido,12062,No,1
780,57,desconocido,55359,No,1
781,42,Femenino,42457,No,4
783,50,Femenino,72345,No,3
784,69,desconocido,1572,No,4
787,46,Masculino,84051,No,1
788,19,Femenino,82338,No,4
789,46,Masculino,45531,No,2
790,54,Femenino,1390,No,4
793,72,desconocido,0,No,3
794,31,desconocido,23067,No,3
796,62,Masculino,64864,No,5
797,56,Femenino,78549,No,2
799,47,Masculino,88371,No,2
800,41,desconocido,0,No,3
801,68,Femenino,32237,No,4
802,76,desconocido,41808,No,3
803,75,Masculino,43823,No,4
804,63,Femenino,40449,No,1
806,41,desconocido,60623,No,3
807,32,Masculino,78388,No,3
808,58,Masculino,30791,No,2
810,49,Femenino,43128,No,2
813,62,Femenino,54706,No,2
814,71,Masculino,72270,No,1
815,49,desconocido,63434,No,1
816,24,Masculino,57873,No,3
817,54,Femenino,0,No,2
819,18,desconocido,1161,No,5
820,77,Masculino,16868,No,3
821,45,desconocido,0,No,3
825,49,Masculino,99871,No,2
826,33,Femenino,53469,No,1
829,30,Masculino,38106,No,1
833,50,desconocido,60873,No,4
836,76,Masculino,75366,No,4
837,64,Masculino,0,No,1
842,49,Masculino,29179,No,4
844,40,desconocido,50143,No,1
846,75,Masculino,10088,No,1
847,66,Femenino,57713,No,2
848,76,Masculino,0,No,4
849,24,Masculino,71993,No,1
850,20,Femenino,0,No,1
851,75,Femenino,98738,No,4
854,20,Femenino,13043,No,5
858,76,Masculino,78345,No,1
859,79,Femenino,61292,No,2
860,73,Femenino,18301,No,3
861,27,Masculino,92229,No,1
862,20,Masculino,9222,No,1
863,22,Masculino,20654,No,4
865,40,Femenino,50922,No,1
866,25,desconocido,82325,No,3
867,78,Femenino,0,No,1
868,37,Masculino,53924,No,3
871,41,Femenino,5497,No,3
874,37,Femenino,48897,No,2
876,45,Masculino,30056,No,5
878,70,Masculino,44578,No,2
879,22,Femenino,26165,No,2
880,23,Masculino,71635,No,4
881,49,Femenino,91962,No,4
883,49,Masculino,7759,No,2
886,37,Masculino,62845,No,3
887,54,Femenino,55028,No,1
890,30,Masculino,68163,No,1
892,69,Masculino,19793,No,5
893,58,Masculino,82860,No,1
894,35,Femenino,74426,No,2
898,68,Masculino,7211,No,2
899,40,desconocido,52065,No,2
900,19,Femenino,29398,No,5
901,43,Femenino,96220,No,2
902,69,Femenino,74714,No,3
903,71,desconocido,13214,No,3
904,34,Femenino,36897,No,1
905,33,Masculino,33975,No,5
906,22,Masculino,0,No,2
907,50,Femenino,70610,No,3
908,60,desconocido,85842,No,3
909,18,Femenino,47122,No,3
910,26,Masculino,34940,No,2
911,78,Femenino,67523,No,4
912,28,Femenino,17709,No,1
913,49,desconocido,41629,No,3
915,26,Masculino,43775,No,5
916,71,Femenino,77388,No,5
917,45,Masculino,37681,No,2
918,49,Femenino,59949,No,2
922,65,Femenino,22679,No,3
925,74,Masculino,22958,No,1
927,63,Masculino,96316,No,3
929,45,Masculino,70676,No,3
932,53,Femenino,0,No,3
934,47,Masculino,37144,No,3
938,18,Masculino,94551,No,2
939,32,Masculino,44898,No,3
941,72,Femenino,42570,No,4
942,76,Masculino,22737,No,5
944,56,desconocido,0,No,4
945,30,Femenino,62670,No,2
946,58,Femenino,85417,No,5
948,70,Masculino,71460,No,1
949,35,Femenino,4324,No,4
952,49,Masculino,20420,No,3
953,70,Femenino,75186,No,1
958,56,Masculino,7882,No,3
959,48,Femenino,1314,No,5
962,47,Femenino,13717,No,1
963,42,Masculino,0,No,1
964,32,Masculino,75907,No,2
968,21,Femenino,0,No,1
969,49,Femenino,76183,No,1
971,54,Femenino,39588,No,1
972,40,Femenino,0,No,1
973,21,Femenino,97210,No,3
974,65,Masculino,88957,No,2
975,50,Femenino,0,No,5
977,40,Femenino,58072,No,3
979,34,Femenino,37072,No,1
980,25,Masculino,11638,No,1
982,20,Femenino,0,No,3
983,37,Masculino,71099,No,3
986,23,Femenino,58955,No,1
987,33,Femenino,67186,No,3
988,57,Masculino,0,No,3
990,53,Masculino,71447,No,5
994,49,Masculino,61714,No,3
995,49,Femenino,8162,No,4
996,31,Femenino,43981,No,3
997,61,Masculino,80051,No,2
998,49,Femenino,4919,No,1
999,49,Masculino,0,No,1
1001,63,Femenino,97414,No,2
1002,23,desconocido,51903,No,2
1004,27,Masculino,57855,No,3
1005,75,Femenino,11133,No,2
1007,67,Femenino,12004,No,3
1009,76,Femenino,90362,No,3
1012,31,Femenino,13529,No,3
1016,79,Masculino,0,No,4
1019,35,Masculino,95530,No,5
1020,58,Femenino,0,No,3
1021,67,Masculino,67307,No,3
1026,22,desconocido,8010,No,2
1027,39,Masculino,22498,No,3
1028,64,Masculino,2051,No,5
1029,74,Masculino,29934,No,5
1031,20,Femenino,94316,No,2
1032,74,Femenino,0,No,4
1034,79,Femenino,60060,No,1
1037,49,Masculino,26157,No,4
1039,52,Femenino,58602,No,5
1040,54,Femenino,73905,No,2
1042,49,Masculino,93410,No,5
1043,66,Femenino,50319,No,5
1046,41,desconocido,0,No,5
1047,63,Masculino,10090,No,4
1048,38,Femenino,76167,No,3
1049,33,Femenino,49007,No,2
1051,30,Masculino,0,No,2
1052,41,Femenino,43703,No,1
1053,70,Femenino,42971,No,3
1054,38,Femenino,73612,No,2
1055,49,Masculino,0,No,3
1056,26,Femenino,67278,No,1
1058,38,Masculino,46249,No,5
1060,73,Masculino,4721,No,3
1061,49,Femenino,61758,No,4
1062,24,Femenino,12792,No,2
1065,25,Masculino,43488,No,5
1066,60,Masculino,25910,No,5
1069,74,Femenino,0,No,3
1072,49,Masculino,29121,No,4
1076,69,Masculino,77110,No,3
1078,20,Masculino,52263,No,3
1081,69,Masculino,54596,No,5
1083,36,Femenino,79404,No,1
1084,48,Masculino,37916,No,5
1085,29,Femenino,77930,No,4
1086,19,Femenino,68545,No,3
1087,75,Femenino,75277,No,4
1089,32,Femenino,12987,No,2
1091,52,Femenino,2862,No,1
1094,28,Femenino,57582,No,2
1095,56,Masculino,90744,No,3
1096,24,Masculino,69895,No,4
1097,70,Femenino,1227,No,4
1100,61,Masculino,95656,No,5
1105,24,Femenino,70147,No,4
1106,39,Femenino,19635,No,2
1107,24,Femenino,58952,No,4
1110,29,Masculino,76905,No,5
1111,69,Femenino,48294,No,4
1113,36,Masculino,34237,No,3
1114,75,Masculino,81796,No,1
1115,24,Masculino,12199,No,2
1117,61,Masculino,75230,No,3
1118,49,Femenino,37353,No,5
1122,44,Masculino,37276,No,4
1123,72,Masculino,78831,No,3
1125,36,Femenino,12159,No,2
1128,21,Masculino,61911,No,5
1129,45,Masculino,38541,No,3
1130,51,Femenino,26336,No,2
1131,18,Masculino,24284,No,3
1132,49,Masculino,57887,No,2
1133,41,desconocido,80753,No,1
1135,32,Femenino,86845,No,4
1139,78,Masculino,3303,No,5
1140,55,Femenino,62958,No,4
1144,33,Femenino,90039,No,4
1145,27,desconocido,0,No,2
1148,41,Masculino,32561,No,2
1150,49,Femenino,71501,No,1
1151,49,Femenino,0,No,4
1152,31,desconocido,51260,No,3
1153,61,Masculino,67120,No,5
1155,70,Masculino,37779,No,3
1156,30,Masculino,51140,No,4
1157,54,Femenino,43456,No,1
1158,36,Femenino,86001,No,3
1163,49,Femenino,50205,No,2
1164,37,Masculino,9893,No,3
1165,33,Masculino,87163,No,2
1171,21,Masculino,0,No,3
1172,19,Masculino,31820,No,5
1174,26,Femenino,25645,No,5
1176,64,Masculino,99538,No,1
1177,49,desconocido,33742,No,2
1180,76,Femenino,53509,No,1
1181,51,Femenino,78643,No,5
1182,55,Femenino,97754,No,1
1183,51,desconocido,45158,No,1
1185,44,desconocido,17632,No,4
1186,36,Masculino,81294,No,3
1187,72,Femenino,20797,No,1
1190,61,Femenino,45767,No,2
1191,38,Masculino,6314,No,3
1192,44,Masculino,99364,No,3
1193,77,Masculino,57644,No,5
1194,48,Masculino,77476,No,5
1195,49,desconocido,61917,No,4
1196,49,Femenino,27940,No,2
1197,49,Femenino,40207,No,3
1199,38,Femenino,96287,No,2
1203,41,Masculino,94638,No,2
1204,39,Femenino,77347,No,1
1205,77,Femenino,28785,No,2
1207,39,Femenino,60304,No,1
1209,69,Femenino,69903,No,3
1211,36,Femenino,22587,No,3
1212,63,Femenino,68042,No,3
1213,75,Femenino,17210,No,2
1214,29,Femenino,40089,No,5
1215,49,Masculino,13720,No,5
1219,67,Femenino,77140,No,5
1220,46,Femenino,49384,No,1
1221,68,Femenino,25059,No,2
1222,54,Masculino,2132,No,3
1223,44,Masculino,21501,No,3
1228,47,desconocido,0,No,3
1229,44,Masculino,93763,No,2
1230,76,Femenino,40965,No,2
1235,79,Femenino,0,No,4
1236,54,Masculino,30936,No,4
1238,36,Femenino,30935,No,2
1240,49,Masculino,22844,No,2
1241,38,Femenino,47238,No,1
1242,61,Masculino,91491,No,3
1243,27,Femenino,30427,No,3
1245,49,Masculino,57584,No,3
1247,49,Masculino,2846,No,2
1248,29,Femenino,0,No,1
1249,52,Masculino,61010,No,3
1250,56,Masculino,17872,No,1
1251,49,Masculino,59494,No,3
1253,60,Femenino,57343,No,1
1254,78,Femenino,0,No,1
1255,40,Femenino,10356,No,2
1257,24,Masculino,60980,No,3
1259,54,Femenino,51176,No,3
1262,30,Femenino,36206,No,5
1263,31,Masculino,24942,No,1
1264,56,Masculino,74310,No,3
1265,59,Masculino,51540,No,4
1267,37,Masculino,27083,No,3
1268,63,Femenino,93634,No,2
1270,32,Femenino,61277,No,3
1271,77,Masculino,74958,No,2
1273,53,Femenino,69889,No,3
1275,68,Femenino,83551,No,2
1276,76,desconocido,19754,No,1
1277,45,Femenino,68705,No,3
1278,73,Femenino,5651,No,2
1282,32,Femenino,24245,No,2
1283,69,Masculino,20175,No,5
1285,35,Masculino,39351,No,5
1287,50,Masculino,92959,No,3
1288,55,Masculino,49287,No,4
1290,65,Femenino,56895,No,1
1291,55,desconocido,87966,No,5
1295,30,desconocido,13334,No,3
1297,68,Masculino,56854,No,4
1298,36,Femenino,36669,No,3
1301,78,Masculino,50631,No,2
1302,33,Femenino,98976,No,1
1304,49,Femenino,94629,No,3
1305,33,Femenino,7090,No,3
1307,19,Masculino,33279,No,5
1308,27,desconocido,29863,No,3
1310,46,Masculino,0,No,3
1311,54,Femenino,1106,No,1
1313,65,Femenino,59847,No,4
1314,26,desconocido,29629,No,5
1315,49,Masculino,69033,No,3
1317,26,Masculino,21745,No,3
1318,31,Femenino,99100,No,4
1320,51,Femenino,92797,No,2
1321,49,Masculino,95165,No,5
1323,62,Femenino,81647,No,4
1325,68,Femenino,35315,No,2
1327,45,Masculino,96673,No,4
1331,70,desconocido,70776,No,2
1333,25,Masculino,74126,No,4
1340,38,Masculino,65136,No,1
1343,71,Masculino,76450,No,3
1345,67,desconocido,36791,No,4
1347,78,Femenino,0,No,1
1349,48,Masculino,31084,No,1
1350,33,desconocido,55486,No,5
1351,26,Femenino,0,No,3
1352,59,Femenino,94018,No,3
1354,43,Femenino,39227,No,4
1357,26,Masculino,6209,No,4
1359,21,Femenino,77900,No,3
1362,69,Masculino,47999,No,2
1363,56,Masculino,13067,No,3
1364,19,Masculino,63752,No,2
1365,47,Femenino,4763,No,2
1366,21,Femenino,16433,No,2
1367,69,Masculino,73243,No,2
1368,35,Femenino,41070,No,2
1371,43,Femenino,64513,No,3
1372,29,Femenino,0,No,3
1373,49,Femenino,4967,No,5
1375,59,Masculino,5468,No,4
1377,32,Femenino,0,No,4
1378,28,Femenino,60675,No,1
1383,68,Femenino,64810,No,1
1384,58,Masculino,7564,No,1
1385,73,Femenino,62508,No,4
1386,50,Masculino,15427,No,3
1389,51,Masculino,0,No,1
1390,35,Masculino,82659,No,4
1392,21,desconocido,98345,No,5
1394,64,Masculino,32832,No,2
1395,36,Masculino,7380,No,2
1399,49,Masculino,37299,No,2
1400,59,Femenino,67078,No,3
1404,49,Masculino,80424,No,4
1405,32,Femenino,45278,No,1
1410,38,Masculino,86942,No,2
1411,51,Masculino,89670,No,1
1414,58,Femenino,25950,No,5
1415,78,Masculino,11294,No,1
1416,58,Masculino,3606,No,3
1417,79,Masculino,88577,No,5
1424,55,Masculino,78818,No,4
1425,55,Masculino,0,No,5
1427,69,Femenino,62820,No,5
1429,26,Masculino,39027,No,5
1431,78,Femenino,83489,No,4
1440,70,Masculino,72179,No,4
1446,62,Masculino,16376,No,5
1448,64,Masculino,10445,No,5
1449,72,Masculino,82358,No,4
1450,18,Femenino,72177,No,5
1451,49,Masculino,13503,No,2
1453,52,Femenino,18994,No,1
1455,42,Masculino,26264,No,3
1456,76,Femenino,27360,No,2
1458,49,Femenino,94815,No,1
1459,74,Masculino,41157,No,5
1461,69,Masculino,83473,No,4
1463,24,Masculino,21503,No,4
1466,27,Femenino,0,No,5
1467,33,Femenino,7425,No,5
1470,66,Femenino,35004,No,3
1471,28,Femenino,12720,No,3
1472,69,desconocido,9962,No,5
1473,64,Masculino,0,No,5
1474,38,Masculino,0,No,4
1476,33,Femenino,0,No,3
1478,57,Masculino,52078,No,2
1479,65,Masculino,0,No,5
1480,77,Femenino,23779,No,1
1481,23,Masculino,72790,No,1
1484,27,Masculino,28351,No,1
1486,49,Femenino,45726,No,3
1487,49,Femenino,60317,No,1
1490,49,desconocido,83591,No,3
1491,69,Femenino,45042,No,4
1492,68,desconocido,38493,No,3
1493,72,Masculino,95413,No,5
1496,52,Femenino,7479,No,3
1497,55,Masculino,0,No,1
1499,49,Femenino,12552,No,2
1503,38,Masculino,78622,No,4
1504,65,Masculino,8421,No,4
1506,74,desconocido,97139,No,4
1508,56,Femenino,84600,No,2
1509,43,Masculino,49191,No,4
1510,36,Masculino,13408,No,3
1512,74,Masculino,14786,No,5
1515,65,Masculino,62398,No,3
1516,57,desconocido,85086,No,4
1517,29,Femenino,66660,No,3
1520,49,Femenino,79951,No,3
1521,41,Femenino,99128,No,1
1522,69,Masculino,51078,No,1
1525,38,Femenino,4530,No,1
1527,18,Masculino,61214,No,1
1528,64,Masculino,35240,No,3
1529,73,Masculino,7276,No,1
1532,40,Masculino,83365,No,2
1535,47,Masculino,45440,No,2
1536,47,Femenino,66067,No,3
