Cliente_ID,Edad,Genero,Saldo,Activo,Nivel_de_Satisfaccion
151,59,Masculino,25846,Si,5
152,54,Femenino,49661,No,1
153,37,Masculino,93552,Si,4
154,62,Femenino,97407,No,2
155,23,Femenino,80967,Si,4
156,72,Femenino,66680,No,3
157,57,Femenino,90435,Si,1
158,28,Femenino,98133,Si,3
159,76,Femenino,93570,No,1
160,43,desconocido,89123,Si,3
161,55,Masculino,69036,No,3
162,52,Femenino,13023,No,4
163,52,Masculino,48583,Si,1
164,74,Femenino,87552,Si,3
165,26,Masculino,19639,No,3
166,45,Masculino,29725,Si,2
167,32,Femenino,48802,No,2
168,60,Masculino,86682,No,2
169,34,Masculino,33329,No,4
170,68,Femenino,47592,No,2
171,49,Femenino,0,No,3
172,65,desconocido,59293,Si,2
173,19,Femenino,36885,No,1
174,49,Femenino,13339,No,3
175,45,Femenino,20534,Si,5
176,49,Femenino,80322,Si,2
177,58,Femenino,28112,Si,2
178,67,Masculino,0,Si,2
179,32,Masculino,33535,No,4
180,32,Femenino,78966,Si,3
181,38,Masculino,1598,Si,1
182,21,Femenino,24121,Si,3
183,18,Femenino,64107,No,2
184,39,Masculino,26317,No,3
185,50,Masculino,6183,No,1
186,36,desconocido,38604,No,3
187,33,Femenino,37306,No,3
188,61,desconocido,0,Si,1
189,49,Femenino,84255,Si,4
190,27,Femenino,28425,Si,5
191,24,Masculino,66565,No,1
192,21,Femenino,33219,Si,2
193,78,Masculino,69923,Si,4
194,34,Masculino,5660,No,5
195,79,Masculino,13423,Si,4
196,62,Femenino,44676,No,1
197,25,Femenino,93009,Si,5
198,77,Femenino,56526,No,3
199,43,desconocido,36056,Si,5
200,63,Masculino,33564,Si,4
201,20,desconocido,23847,No,5
202,49,Femenino,50961,No,2
203,22,Femenino,83190,No,4
204,51,Femenino,95623,Si,5
205,30,Femenino,22848,No,5
206,61,Masculino,10225,Si,5
207,76,Femenino,24088,No,4
208,24,Masculino,25657,Si,3
209,58,Femenino,76015,No,1
210,77,Femenino,40656,Si,1
211,41,Femenino,37941,No,5
212,60,Masculino,58485,Si,2
213,54,desconocido,94687,Si,5
214,77,Femenino,63150,No,3
215,72,Masculino,0,No,5
216,18,Femenino,32907,Si,2
217,75,Masculino,37168,Si,5
218,46,Masculino,56915,Si,2
219,49,desconocido,86331,Si,2
220,71,Femenino,5634,Si,3
221,33,Femenino,78675,No,2
222,77,Femenino,57873,No,1
223,67,Masculino,95564,No,5
224,24,Masculino,14447,Si,3
225,55,Masculino,85371,No,5
226,21,Masculino,59553,No,3
227,21,desconocido,40962,No,5
228,58,Masculino,0,Si,4
229,79,Masculino,95900,No,1
230,27,Masculino,14837,No,3
231,53,Masculino,0,No,4
232,49,Femenino,78960,No,4
233,52,Masculino,42154,No,2
234,23,Femenino,2346,No,3
235,48,Femenino,41050,Si,3
236,47,Femenino,21185,No,5
237,65,Femenino,1104,Si,3
238,71,Femenino,13536,Si,3
239,66,Femenino,25437,No,3
240,76,Masculino,0,No,5
241,49,desconocido,43041,No,1
242,49,Masculino,77890,No,5
243,20,Femenino,2491,No,1
244,38,Femenino,78966,No,1
245,38,Femenino,37700,No,2
246,25,Femenino,10731,Si,5
247,49,Femenino,84201,Si,3
248,68,Femenino,65982,No,3
249,48,Masculino,58267,Si,5
250,45,Masculino,51465,No,5
251,75,Masculino,15327,Si,4
252,59,Masculino,51904,No,1
253,35,desconocido,39694,Si,1
254,56,Masculino,0,Si,1
255,49,Masculino,61876,No,2
256,25,Masculino,74492,Si,1
257,48,desconocido,54864,No,5
258,46,Femenino,22207,Si,3
259,60,desconocido,61886,Si,3
260,76,Masculino,83882,Si,5
261,30,Masculino,38097,No,4
262,18,Femenino,97302,No,4
263,58,Masculino,5408,No,4
264,74,Femenino,76704,No,3
265,69,Femenino,22712,No,2
266,59,Femenino,58186,No,1
267,39,Femenino,24605,Si,3
268,73,Masculino,16253,No,5
269,58,Masculino,7352,Si,3
270,32,Femenino,16200,Si,5
271,22,Femenino,20772,Si,3
272,61,Masculino,48320,No,1
273,19,Masculino,2495,No,3
274,22,desconocido,69536,Si,3
275,71,Femenino,80100,Si,2
276,68,Femenino,60873,No,4
277,60,Femenino,56983,No,3
278,75,Masculino,89022,No,2
279,48,Masculino,74059,Si,3
280,70,Masculino,0,No,2
281,53,Masculino,60828,No,3
282,36,Femenino,19043,Si,1
283,28,Femenino,84142,Si,5
284,38,desconocido,92499,No,5
285,49,Masculino,3926,Si,5
286,19,Femenino,10098,No,3
287,49,Femenino,63616,Si,2
288,60,Masculino,63191,No,4
289,24,Masculino,99006,No,1
290,25,desconocido,42224,Si,1
291,58,Femenino,86031,No,3
292,33,Femenino,88257,Si,3
293,66,Femenino,11207,Si,4
294,72,Femenino,54433,Si,4
295,63,Femenino,0,Si,2
296,72,Femenino,63755,Si,4
297,69,Femenino,12499,Si,5
298,57,Femenino,88077,Si,3
299,45,Femenino,53408,No,3
300,43,Masculino,5296,Si,3
301,59,Masculino,6148,No,2
302,65,Femenino,51908,No,4
303,64,Masculino,81388,No,5
304,66,Femenino,69621,No,2
305,57,Masculino,32186,No,3
306,55,Masculino,61392,No,4
307,49,Masculino,71614,No,2
308,66,Masculino,1083,Si,1
309,50,Masculino,47311,Si,3
310,78,Masculino,81359,Si,4
311,22,Femenino,3521,Si,5
312,19,Femenino,23076,Si,3
313,27,Masculino,0,Si,4
314,49,Masculino,41355,No,4
315,21,Masculino,0,No,1
316,76,Masculino,2265,No,3
317,44,Femenino,94413,Si,2
318,59,Masculino,60314,Si,5
319,56,desconocido,61603,No,1
320,72,Masculino,22489,No,2
321,68,Femenino,26114,No,2
322,40,Femenino,64046,Si,3
323,52,Femenino,2279,Si,1
324,67,Masculino,70461,No,4
325,76,Femenino,60893,No,3
326,26,Femenino,4883,No,3
327,52,Masculino,37559,Si,4
328,79,Femenino,89982,Si,3
329,49,Femenino,68142,Si,4
330,49,Masculino,2469,No,4
331,39,Femenino,11610,No,4
332,76,Femenino,35806,Si,4
333,49,Femenino,71804,Si,3
334,68,Femenino,32582,No,3
335,75,Masculino,57244,Si,2
336,30,Masculino,24488,Si,5
337,48,Masculino,57143,No,3
338,19,Masculino,79115,Si,3
339,47,desconocido,32674,Si,3
340,58,Femenino,57687,Si,2
341,42,desconocido,6189,No,1
342,19,Femenino,66235,No,4
343,54,Femenino,18581,Si,4
344,49,Femenino,41588,No,3
345,61,Masculino,96725,No,3
346,49,Femenino,14178,No,3
347,49,Masculino,42335,No,4
348,24,desconocido,3380,No,1
349,30,Masculino,92473,No,1
350,57,Masculino,81187,No,5
351,52,desconocido,50368,Si,2
352,33,Masculino,36074,Si,3
353,25,desconocido,0,No,3
354,78,Femenino,97304,No,2
355,21,Masculino,13360,No,2
356,49,Masculino,94299,No,2
357,26,Femenino,88269,No,5
358,37,Femenino,63534,No,1
359,35,Femenino,67595,Si,2
360,44,Femenino,80387,No,2
361,35,Masculino,96312,Si,5
362,49,Femenino,40442,No,3
363,78,Masculino,53526,No,3
364,53,Masculino,45848,Si,3
365,41,Masculino,6931,No,5
366,34,Masculino,14884,No,1
367,39,Femenino,82078,Si,2
368,47,Masculino,98116,No,1
369,51,Masculino,81255,No,3
370,78,Masculino,68946,No,2
371,43,desconocido,0,Si,5
372,18,Masculino,48386,Si,1
373,78,Femenino,89331,Si,5
374,68,Femenino,92291,No,4
375,57,Femenino,8887,No,4
376,49,Masculino,69519,No,5
377,63,desconocido,83083,Si,2
378,63,desconocido,41594,No,5
379,72,Femenino,3602,Si,3
380,77,Masculino,96413,No,3
381,33,Masculino,94756,No,1
382,19,Femenino,40535,Si,5
383,54,Masculino,76274,No,4
384,44,Masculino,34752,Si,5
385,30,Femenino,0,Si,3
386,22,Femenino,0,Si,3
387,33,Masculino,43026,Si,1
388,66,Masculino,84671,Si,3
389,73,Masculino,14214,Si,4
390,18,Femenino,92309,Si,4
391,53,Femenino,15104,Si,4
392,49,Femenino,6980,No,3
393,78,Masculino,10876,No,1
394,55,Masculino,79944,No,5
395,43,Masculino,59068,Si,3
396,49,Femenino,59695,Si,3
397,49,desconocido,44525,Si,2
398,24,Masculino,21363,Si,1
399,49,Masculino,68498,No,5
400,34,Femenino,54390,Si,2
401,68,Femenino,94247,No,5
402,20,Masculino,52362,Si,2
403,29,desconocido,0,No,1
404,49,Femenino,0,No,3
405,21,Femenino,0,Si,3
406,65,desconocido,47963,No,5
407,65,Femenino,83391,No,5
408,50,Masculino,1814,No,3
409,24,Femenino,67569,No,2
410,40,Femenino,82988,Si,2
411,40,Masculino,59689,No,4
412,52,Masculino,54189,No,3
413,58,desconocido,77173,No,4
414,30,Masculino,96902,Si,3
415,73,Femenino,4461,Si,2
416,71,Femenino,58556,No,3
417,73,desconocido,58939,No,4
418,53,Masculino,6254,No,2
419,37,Masculino,64079,Si,4
420,61,Femenino,60671,No,2
421,25,Masculino,90402,No,4
422,32,desconocido,9977,No,5
423,32,Femenino,90592,Si,5
424,47,Femenino,69026,Si,3
425,67,Femenino,97951,No,5
426,74,Masculino,94222,No,3
427,33,Masculino,82361,Si,3
428,36,Femenino,34818,No,5
429,54,Femenino,61194,No,3
430,45,Masculino,64910,No,2
431,18,Masculino,9301,No,4
432,40,desconocido,96432,No,1
433,62,Femenino,41019,Si,5
434,55,Femenino,63661,No,5
435,49,Masculino,43027,Si,5
436,63,Femenino,49903,No,4
437,45,Femenino,36103,Si,3
438,44,Masculino,41517,No,2
439,55,Masculino,69389,Si,3
440,51,Masculino,92349,Si,3
441,54,Masculino,26127,No,5
442,77,Femenino,66807,Si,3
443,36,Masculino,81485,Si,3
444,43,Femenino,90806,Si,4
445,66,Masculino,32325,No,3
446,51,Femenino,9429,No,2
447,29,Femenino,46766,Si,2
448,57,Femenino,31386,No,2
449,71,Masculino,73203,No,3
450,29,Femenino,22971,Si,5
451,45,desconocido,37202,No,5
452,76,Femenino,77944,No,5
453,25,Femenino,38641,No,2
454,68,Masculino,64631,Si,5
455,32,Femenino,5472,No,5
456,34,desconocido,57737,No,4
457,49,Femenino,45181,No,2
458,44,Femenino,73924,No,3
459,36,Femenino,23271,No,3
460,72,Femenino,24911,No,2
461,41,Femenino,19530,No,5
462,73,Masculino,87656,Si,5
463,40,Masculino,50950,Si,1
464,74,Femenino,42587,Si,5
465,56,Masculino,85053,No,4
466,51,Femenino,0,No,4
467,25,desconocido,96661,Si,5
468,23,Femenino,0,No,1
469,45,Femenino,61972,Si,1
470,49,Masculino,85758,No,2
471,51,Masculino,55209,Si,1
472,78,Masculino,38062,No,4
473,31,Femenino,85300,Si,2
474,45,desconocido,88650,No,5
475,34,Masculino,20352,Si,5
476,26,Masculino,99340,No,2
477,49,Masculino,23216,Si,3
478,19,Femenino,97725,No,2
479,68,Masculino,0,Si,5
480,35,Femenino,83109,No,4
481,78,Masculino,42600,Si,1
482,37,Masculino,5407,No,5
483,76,Femenino,94419,Si,3
484,77,Femenino,71453,No,2
485,25,Masculino,45800,No,4
486,78,Femenino,0,No,3
487,45,Femenino,19029,No,2
488,47,Masculino,49877,No,1
489,79,Femenino,15686,Si,3
490,55,Femenino,62389,No,3
491,65,Masculino,3495,Si,3
492,18,Masculino,2991,Si,3
493,64,desconocido,76724,Si,2
494,30,desconocido,92469,No,5
495,58,Masculino,10346,No,1
496,63,Femenino,77149,Si,3
497,48,Femenino,42841,Si,3
498,49,Masculino,70957,No,2
499,38,Femenino,95932,No,3
500,28,Masculino,70180,No,4
501,73,Femenino,49489,Si,4
502,23,Femenino,34417,No,5
503,43,Femenino,94630,Si,4
504,60,Femenino,97679,No,4
505,49,Masculino,86290,Si,4
506,24,Masculino,99444,Si,5
507,36,Masculino,52942,Si,2
508,77,Masculino,60600,No,3
509,77,Masculino,19278,No,1
510,48,desconocido,0,Si,4
511,56,Masculino,34813,Si,3
512,74,Masculino,15198,No,3
513,34,Masculino,22099,Si,3
514,42,Femenino,37703,No,2
515,34,Femenino,58091,No,5
516,27,Masculino,47089,Si,1
517,70,Masculino,0,No,1
518,27,Masculino,23663,No,2
519,38,Femenino,77384,No,2
520,49,Masculino,24661,No,3
521,66,Masculino,48623,No,4
522,49,Femenino,81133,Si,3
523,53,Masculino,8076,Si,3
524,57,Femenino,10805,Si,3
525,73,Femenino,74123,Si,2
526,68,Masculino,49052,Si,1
527,31,Masculino,86220,Si,5
528,63,Femenino,54174,Si,2
529,49,Femenino,27843,No,2
530,77,Femenino,0,Si,3
531,49,Femenino,58683,Si,4
532,61,Femenino,1964,No,5
533,49,Masculino,56635,No,5
534,73,Femenino,31820,Si,4
535,51,Masculino,60637,Si,5
536,46,Masculino,61705,Si,3
537,54,Femenino,95890,Si,5
538,54,Masculino,39017,Si,4
539,38,Masculino,14980,Si,2
540,46,Masculino,65277,Si,2
541,43,Femenino,63707,Si,3
542,49,Femenino,22675,No,2
543,50,Femenino,44619,Si,5
544,59,Femenino,39439,Si,4
545,74,Femenino,81540,No,1
546,65,Femenino,17339,No,3
547,48,desconocido,6364,No,2
548,20,Femenino,35372,No,4
549,78,Femenino,78261,No,4
550,21,Masculino,0,No,1
551,20,Femenino,80977,No,5
552,78,Masculino,0,No,2
553,26,Femenino,90072,Si,5
554,65,Masculino,59936,Si,2
555,68,Femenino,89998,Si,4
556,51,Femenino,25127,Si,5
557,54,Femenino,28608,No,5
558,26,Masculino,93058,No,5
559,50,Femenino,74956,No,2
560,22,Masculino,79869,Si,4
561,58,Femenino,75300,Si,4
562,47,Masculino,0,Si,3
563,66,Masculino,25365,Si,4
564,32,Femenino,12825,No,1
565,37,Femenino,0,No,5
566,28,Femenino,32308,Si,2
567,20,Masculino,58119,No,5
568,49,Femenino,38642,Si,3
569,30,Femenino,75563,Si,5
570,73,Masculino,89012,Si,5
571,61,Femenino,8309,Si,4
572,70,Masculino,0,No,3
573,77,Femenino,61927,Si,5
574,51,Masculino,61397,No,1
575,30,Masculino,67574,Si,3
576,21,Femenino,30480,Si,4
577,60,Masculino,34033,No,4
578,46,Masculino,95560,No,4
579,52,Femenino,46943,Si,1
580,39,Masculino,0,No,4
581,28,Femenino,45264,Si,2
582,49,Femenino,17287,Si,4
583,77,Femenino,2207,Si,4
584,22,Masculino,22225,Si,3
585,71,Femenino,82646,Si,2
586,56,Femenino,32550,Si,4
587,51,Masculino,89186,Si,3
588,21,Femenino,99240,No,5
589,49,Masculino,15861,No,5
590,22,Masculino,87416,No,3
591,30,Femenino,51543,No,1
592,39,Femenino,35326,No,5
593,71,Femenino,21316,Si,5
594,49,Femenino,2265,No,5
595,26,desconocido,95846,No,4
596,57,Femenino,56310,No,5
597,69,desconocido,94357,No,1
598,49,Masculino,9196,No,4
599,46,Femenino,53621,Si,1
600,65,Masculino,40315,Si,5
601,58,desconocido,13476,No,3
602,68,Femenino,94852,Si,2
603,46,desconocido,40152,No,3
604,49,Masculino,0,No,1
605,53,desconocido,7340,Si,4
606,55,Femenino,9636,No,1
607,74,Masculino,93428,Si,2
608,79,Femenino,66229,Si,3
609,69,Femenino,43267,No,1
610,49,Masculino,6162,No,1
611,62,Masculino,47796,Si,1
612,60,Femenino,76273,Si,1
613,21,Masculino,33111,No,3
614,55,Masculino,0,Si,1
615,34,Femenino,11518,No,3
616,78,Masculino,68714,No,2
617,31,Masculino,6897,No,2
618,36,Masculino,43592,No,3
619,21,desconocido,0,No,2
620,18,Masculino,7163,Si,2
621,53,Masculino,67039,Si,5
622,55,Femenino,41910,Si,5
623,79,Femenino,50899,Si,5
624,41,Masculino,19149,Si,2
625,71,Masculino,66900,Si,4
626,66,Masculino,96811,No,3
627,33,Masculino,72022,No,1
628,55,Masculino,76489,No,3
629,37,Masculino,0,No,1
630,24,Femenino,0,No,3
631,78,desconocido,0,No,2
632,49,Masculino,72431,Si,3
633,74,Masculino,47634,No,3
634,53,Masculino,84770,No,5
635,49,Femenino,2429,Si,3
636,49,Masculino,63747,Si,4
637,49,Femenino,44215,No,5
638,46,Femenino,70647,No,3
639,49,Masculino,79731,Si,2
640,79,Masculino,0,Si,2
641,24,Masculino,0,No,2
642,49,Femenino,0,No,3
643,65,Femenino,14158,Si,4
644,78,Femenino,32288,Si,4
645,21,Masculino,26960,Si,4
646,63,Femenino,28147,Si,3
647,59,Femenino,0,Si,4
648,31,Masculino,17996,Si,2
649,78,Femenino,55362,Si,1
650,57,Masculino,91011,Si,3
651,51,Masculino,69210,No,3
652,73,Masculino,82848,Si,4
653,52,Femenino,4376,Si,3
654,79,Masculino,69190,No,2
655,33,Femenino,4747,No,2
656,54,Masculino,44453,Si,2
657,47,Femenino,5333,No,4
658,66,Femenino,89797,No,1
659,25,Femenino,78878,No,3
660,56,Femenino,85530,Si,3
661,49,Masculino,96084,Si,4
662,53,Femenino,57125,No,4
663,43,Masculino,73584,No,5
664,52,Masculino,92053,No,2
665,26,Masculino,0,No,1
666,47,Masculino,21496,Si,4
667,69,Masculino,25430,Si,4
668,55,desconocido,19192,Si,4
669,26,Femenino,0,Si,5
670,29,Femenino,50716,Si,5
671,49,Masculino,94696,Si,5
672,49,Masculino,74461,Si,4
673,18,Masculino,92170,No,5
674,49,Masculino,0,No,5
675,32,Femenino,58169,Si,5
676,40,Masculino,47418,No,4
677,42,Masculino,75950,Si,5
678,49,Masculino,74690,Si,4
679,64,Femenino,66487,Si,2
680,45,Masculino,6401,Si,1
681,59,Femenino,72174,No,3
682,68,Masculino,36184,No,1
683,43,Femenino,47388,No,3
684,60,Masculino,45494,Si,1
685,36,Femenino,50169,Si,3
686,38,Masculino,0,Si,5
687,62,Masculino,98648,Si,4
688,78,desconocido,32889,Si,4
689,23,desconocido,10199,Si,3
690,45,Femenino,75596,No,2
691,24,Masculino,51340,Si,2
692,61,Masculino,81943,Si,2
693,55,Masculino,79819,Si,5
694,71,Masculino,35425,No,4
695,29,Masculino,28406,Si,3
696,69,Masculino,58109,No,3
697,27,Masculino,8845,Si,2
698,42,Femenino,65529,No,3
699,49,Masculino,96489,Si,3
700,40,desconocido,26592,Si,3
701,45,desconocido,0,No,4
702,64,Femenino,84446,Si,4
703,56,Femenino,85881,No,4
704,19,Masculino,2344,Si,3
705,39,Masculino,84844,No,1
706,59,Femenino,84208,No,3
707,22,Masculino,47884,No,5
708,56,Masculino,91831,No,3
709,26,Femenino,11536,No,1
710,73,Masculino,81408,No,4
711,67,Masculino,13513,No,2
712,28,Femenino,11568,No,4
713,61,Masculino,47949,No,1
714,49,desconocido,93086,No,4
715,63,Femenino,23565,Si,1
716,49,Masculino,76291,No,5
717,33,Masculino,27825,No,4
718,23,Masculino,0,No,3
719,24,Masculino,24018,Si,3
720,47,Femenino,18365,No,2
721,64,Masculino,27759,No,5
722,59,Femenino,4124,Si,2
723,49,Masculino,72591,No,1
724,73,Masculino,0,No,4
725,75,Femenino,43238,No,5
726,25,Femenino,55622,No,4
727,41,Femenino,79305,No,1
728,40,desconocido,93449,No,2
729,58,Femenino,34579,No,3
730,62,desconocido,50716,No,1
731,31,Femenino,19827,Si,3
732,55,Masculino,33622,Si,4
733,47,Femenino,24845,No,5
734,67,Masculino,0,No,1
735,39,desconocido,50990,No,4
736,60,Femenino,36562,No,3
737,58,Masculino,15304,No,3
738,22,Femenino,49267,No,1
739,23,Masculino,16310,No,2
740,49,Masculino,74399,No,4
741,68,Masculino,60195,No,3
742,75,Femenino,70305,Si,3
743,32,Masculino,96792,No,4
744,34,Masculino,0,No,3
745,49,Masculino,0,No,1
746,49,Masculino,72267,No,5
747,56,Masculino,32002,Si,3
748,49,desconocido,4989,No,3
749,46,Femenino,27073,Si,1
750,64,Femenino,35978,No,5
751,24,Femenino,50939,No,1
752,65,Femenino,79157,No,4
753,68,Femenino,0,No,5
754,49,Femenino,18699,No,4
755,49,Femenino,91466,Si,2
756,49,Femenino,28718,No,2
757,57,Femenino,19038,No,3
758,40,Masculino,44954,No,5
759,18,Masculino,0,Si,1
760,54,Masculino,55127,No,5
761,64,Femenino,37780,No,3
762,69,Femenino,29323,No,4
763,74,Masculino,54993,No,3
764,62,Femenino,45176,Si,2
765,73,Masculino,55720,No,4
766,66,Masculino,94079,No,5
767,49,Masculino,6905,Si,2
768,54,Femenino,8389,Si,3
769,64,Masculino,38487,Si,4
770,19,Femenino,0,No,5
771,44,Masculino,81531,Si,5
772,42,Masculino,67756,Si,1
773,46,Masculino,52930,Si,4
774,47,Masculino,0,No,5
775,21,Masculino,37048,No,3
776,31,Masculino,27331,No,1
777,75,Masculino,90178,Si,5
778,42,Femenino,0,No,3
779,75,desconocido,12062,No,1
780,57,desconocido,55359,No,1
781,42,Femenino,42457,No,4
782,52,Femenino,65990,Si,4
783,50,Femenino,72345,No,3
784,69,desconocido,1572,No,4
785,29,Femenino,44237,Si,1
786,27,Femenino,62167,Si,5
787,46,Masculino,84051,No,1
788,19,Femenino,82338,No,4
789,46,Masculino,45531,No,2
790,54,Femenino,1390,No,4
791,66,Masculino,23327,Si,5
792,40,desconocido,21910,Si,5
793,72,desconocido,0,No,3
794,31,desconocido,23067,No,3
795,52,Femenino,38415,Si,5
796,62,Masculino,64864,No,5
797,56,Femenino,78549,No,2
798,38,Masculino,6521,Si,2
799,47,Masculino,88371,No,2
800,41,desconocido,0,No,3
801,68,Femenino,32237,No,4
802,76,desconocido,41808,No,3
803,75,Masculino,43823,No,4
804,63,Femenino,40449,No,1
805,53,Femenino,71518,Si,1
806,41,desconocido,60623,No,3
807,32,Masculino,78388,No,3
808,58,Masculino,30791,No,2
809,37,Femenino,28855,Si,3
810,49,Femenino,43128,No,2
811,23,Masculino,29681,Si,5
812,59,desconocido,86004,Si,1
813,62,Femenino,54706,No,2
814,71,Masculino,72270,No,1
815,49,desconocido,63434,No,1
816,24,Masculino,57873,No,3
817,54,Femenino,0,No,2
818,44,Masculino,9317,Si,2
819,18,desconocido,1161,No,5
820,77,Masculino,16868,No,3
821,45,desconocido,0,No,3
822,60,Masculino,4672,Si,3
823,61,Masculino,80283,Si,2
824,18,desconocido,0,Si,2
825,49,Masculino,99871,No,2
826,33,Femenino,53469,No,1
827,61,Masculino,39466,Si,1
828,73,Femenino,93736,Si,5
829,30,Masculino,38106,No,1
830,56,Femenino,40167,Si,4
831,49,Masculino,21341,Si,3
832,60,Masculino,0,Si,5
833,50,desconocido,60873,No,4
834,70,Masculino,13599,Si,1
835,23,Femenino,77904,Si,2
836,76,Masculino,75366,No,4
837,64,Masculino,0,No,1
838,19,Femenino,99329,Si,1
839,42,Masculino,33748,Si,2
840,21,Masculino,65024,Si,4
841,22,Femenino,78575,Si,5
842,49,Masculino,29179,No,4
843,22,Masculino,6405,Si,4
844,40,desconocido,50143,No,1
845,65,Masculino,96029,Si,3
846,75,Masculino,10088,No,1
847,66,Femenino,57713,No,2
848,76,Masculino,0,No,4
849,24,Masculino,71993,No,1
850,20,Femenino,0,No,1
851,75,Femenino,98738,No,4
